,image_id,question,answer
2707,567287,What is happening behind the umbrella's?,concert
2708,269263,What is this man about to do?,throw frisbee
2709,309551,What kind of surfboard is the person riding?,longboard
2710,105594,How is this meal made?,grilled
2711,265074,What are the two vegetables on the counter?,broccoli and carrot
2712,379980,Why would we suspect this reader has good eyesight?,no glass
2713,130610,Would you say these objects are organized or disorganized?,disorganized
2714,570406,Is this train arriving or departing the station?,arrive
2715,184463,When a player makes the initial play for this game they are said to do what to the ball?,serve
2716,325809,What kind of instrument is this man playing?,cello
2717,331724,Why is the lady sitting behind a table filled with fruit?,sell fruit
2718,524056,What brand of peanuts is this?,fisher
2719,79090,What type of tie knot is the man using?,windsor
2720,435698,Why would some consider this a sign of bad luck?,superstition
2721,238301,When is best to use this toy?,when it windy
2722,578459,Is the birthday party for a boy or a girl?,boy
2723,114729,Can you guess what operating system this laptop runs on?,ios
2724,66209,What type of meat is on this plate?,shrimp
2725,50204,Where is this person farming and what is he harvesting?,banana
2726,224395,What are those flags symbolizing?,sale
2727,400838,What animal do these people have to watch out for while playing the sport?,shark
2728,404990,From what school is this prom photo from?,high school
2729,481464,Can a normal person operate this or is it for professionals?,profession
2730,516249,A game played with a stick is called what?,lacrosse
2731,309721,What can this animal do in this place?,swim
2732,578892,Where is this taken?,cafe
2733,256474,Where would you find an umbrella like the one shown?,patio
2734,560750,What brand of toothbrush is this?,oral b
2735,323583,Where is this bear from?,north pole
2736,355737,What do the protesters intend to gain from the boycott?,equal right
2737,149343,How much would this meal cost on average?,5 dollars
2738,25885,What is the meaning of this sign in regards to driving?,1 way
2739,192835,What us president is named in this picture?,barack obama
2740,181305,What is the road in this image refers as as it relates to what it's made from?,cobblestone
2741,415728,What famous fantasy author shares an almost identical name to this baseball player?,tad williams
2742,567727,What is the person making?,snow angel
2743,421452,What skateboard trick is this man performing?,barrel roll
2744,314246,What year was this photo taken?,1945
2745,389336,What is the name of the structure this room is in?,dollhouse
2746,115422,What are these utilized for?,firefight
2747,407936,What is the calve doing?,feed
2748,70983,What state does the plant look like?,texas
2749,303247,Which artist was known for painting the flowers in the picture?,van gogh
2750,275707,Is it raining or a hot day?,rain
2751,342323,What happens when a pebble hits your windshield on the freeway?,crack
2752,411629,What will happen next?,hit ball
2753,476967,Why is there a clock on the building?,to tell time
2754,332204,At what angle is the man holding the plate?,90
2755,374916,What season of the year is it?,autumn
2756,170172,What kind of phone is this?,smartphone
2757,306678,How does the man sustain winds?,sail
2758,101559,Which of the following items pictured is the best source of fiber?,kale
2759,902,How do we know this fruit belongs to someone?,in bowl
2760,238200,What fruit is the baby eating?,peach
2761,340523,What country is this street located in?,poland
2762,314561,What kind of flowers are these?,daffodil
2763,325850,Who does he work for?,dixie chopper
2764,24259,To which company do you think the van shown belongs?,up
2765,457678,What type of market do most people call this?,farmer market
2766,457373,What do you call that style of shower?,walk in
2767,325570,What genus does this species of animal come from?,elephas
2768,130184,What picture is on the cup?,pear
2769,258222,In what tournament is she playing?,us open
2770,360525,What kind of nuts are on top of this broccoli salad?,sesame
2771,561033,What do people use this for?,play game
2772,421794,What input devices are shown here?,mouse and keyboard
2773,501723,How long must this dish cook?,1 hour
2774,509128,What size wheels does the yellow vehicle have?,32 in
2775,492155,What could be made out of the skin?,sweater
2776,469373,What type of bird is this?,goose
2777,470970,When was this animal breed made?,1930
2778,162770,What do people do at the building with a tower?,look out
2779,182728,What type of boat is in the picture?,surf board
2780,292752,What model of boat is this?,sailboat
2781,96222,What does one traditionally do when blowing out these candles?,make wish
2782,377878,What time period were these devices made in?,1800's
2783,64032,Is this train sitting still or moving?,move
2784,134242,What is it called when a group of this species is together?,herd
2785,487409,What toys are under the tent?,teddy bear
2786,162520,Name the material used to make these board carried by the people in this picture?,polyurethane
2787,196061,What type of dog is this?,bulldog
2788,521899,What is the brand of the red plastic cup?,solo
2789,490518,What decade is this postcard from?,30s
2790,463903,What type of lighting was usued for this picture?,flash
2791,79303,What type of signs are these?,traffic
2792,483304,Who is considered the best man at this sport?,roger federer
2793,528467,Is riding these better or worse for the environment than a car?,better
2794,334220,What vegetable do the fries come from?,potato
2795,306080,What kind of beverage is in the french press?,tea
2796,240912,This image shows a tennis player preparing for a stroke which stroke is this?,forehand
2797,36326,Where is the person parked?,intersection
2798,251219,What could i use in this room to cool things?,refrigerator
2799,427491,Do you see two blue birds or two seagulls?,seagull
2800,356908,What type of ball is used in the game that bears the same name as this one?,soccer ball
2801,361939,Are these people going somewhere or just fishing?,go somewhere
2802,567663,What are they watching on the tv?,football
2803,242631,What type of event is happening in the background?,picnic
2804,527224,What is the main idea of the book this girl is reading?,math
2805,150931,What will happen to this person soon?,crash
2806,516043,What's the primary photographic style used here?,shadow
2807,345345,How many mpg does the silver scooter get?,60
2808,42458,Who is driving the train?,conductor
2809,252092,What are these people waiting for?,pitch
2810,15302,Name the metal structure where some audience is sitting?,bleacher
2811,427692,What style of architechure is the building?,spanish
2812,238994,What type of dog is seen here?,dalmatian
2813,113293,Is the tv on or off?,on
2814,451364,What type of motorcycles are these?,harleys
2815,174406,What movie character is represented?,gandalf
2816,237184,What type of bike is pictured?,mountain bike
2817,364303,What airlines does this plane belong to?,air macau
2818,184965,The animal in the sign is what color?,gray
2819,469181,Where can you find this animal naturally occurring?,antarctica
2820,52523,What country can you find this bus riding around town?,ireland
2821,181885,What brand is the fridge?,frigidaire
2822,19387,What protects this building from the people on the outside?,fence
2823,559382,What are the vehicles on the back of the trucks?,camper
2824,83755,In what direction is the man moving first thought?,down
2825,72002,Where do you find the pattern around the images?,film
2826,553796,How might this area be cooled other than by open windows?,air conditioning
2827,384750,What can i do with the utensil?,cut
2828,211725,What is the name for this collection of images?,collage
2829,140278,What kind of grass is this horse eating?,dry
2830,455419,What race is this?,ski race
2831,189735,What is the new name for this famous road?,route 66
2832,384698,What model of truck is this?,chevy
2833,533291,Does this boarder end up getting hurt or is he safe?,hurt
2834,58338,What type of pizza is this?,deep dish
2835,176757,What distinguishes these trees from many other north american trees during the autumn season?,they don't shed
2836,430710,What famous disney character flies with the help of the object in this picture?,mary poppins
2837,479901,What type of sofa is this?,loveseat
2838,505092,Where would you normally see these objects?,sky
2839,515704,How did that woman get her hair to look like the flower?,dye
2840,339100,Which animals are predators of giraffes?,zebra
2841,394691,What are these kids riding their skateboards through?,puddle
2842,260116,What food served on a bun is associated with watching this game?,hot dog
2843,544719,Would the luggage in this photo be considered new or vintage?,vintage
2844,69401,How fast does a jet have to go to break the sound barrier?,767 mph
2845,237835,What pattern are the tiles on the floor?,checkered
2846,410345,Which of the foods on this table has the lowest sodium?,salad
2847,499369,How do you tie a tie like this?,bow
2848,168558,What are the messages this object can leave behind called?,skywriting
2849,515928,What baseball teams are playing?,little league
2850,111823,In this picture is the ocean tide high or low?,low
2851,353000,How far off the ground is this animals kneecaps?,3 feet
2852,349352,What movie contains a city with name of one of these streets in the photo?,wizard of oz
2853,313727,When was this time telling method invented?,1656
2854,191648,Why is the child naked?,swim
2855,571535,What is in the oven?,doll
2856,314983,What type of bike is this?,girl bike
2857,316224,The dish in this picture originates from which country?,belgium
2858,65425,In which stadium does this scene take place?,baseball stadium
2859,539589,What is this man's profession?,sommelier
2860,283426,What company operates this airplane?,korean air
2861,172255,What kind of roof are on the houses here?,brick tile
2862,191836,What species of bird is this?,duck
2863,95518,What does this building sell?,hondas
2864,177845,Even though the sky is grey we know the sun is out because of what item that we can see on the concrete?,shadow
2865,12463,How is the mouse connected to the computer?,bluetooth
2866,484832,What places are famous for this water sport?,beach
2867,115359,What are the tiles on the roof made out of?,slate
2868,221289,What is the texture of that white stuffed animal?,fluffy
2869,565435,What utensils are being used?,chopstick
2870,134072,What animal is being mimicked in this food art?,dolphin
2871,427036,What do you do with these instruments?,sew
2872,444503,How long have they waited?,20 minutes
2873,285130,Is this a snack or meal?,snack
2874,408373,What is it called when two players are on the same team when playing this sport?,double
2875,561756,How long will the flowers last?,week
2876,126457,What type of material is underneath the railroad tracks?,rock
2877,279990,What kind of garden is this?,zen
2878,448865,What types of ducks are these?,mallard
2879,576427,What is he doing on his notebook?,type
2880,392841,How does this fly?,engine
2881,194758,What is the common name for this kind of chair?,director
2882,558924,What is unusual about the surface the boats are resting on?,no water
2883,366255,What kind of toy is shown in this picture?,lego
2884,215534,What type of flowers are in the blue flower pot?,daisy
2885,237699,What type of people drive the vehicle on the left?,firemen
2886,109586,Where in africa is this photo taken?,savannah
2887,312744,Are they racing or playing a game?,play game
2888,207378,How many people can this vehicle carry?,12
2889,457660,What type of coffee are they drinking?,latte
2890,459557,What is the name of the furniture that has books on it?,bookshelf
2891,90676,What part of the boats are not showing and use the wind?,sail
2892,236102,Is he safe or out?,safe
2893,41442,What are these people riding?,dirt bike
2894,526057,What does the black object in the foreground of the picture usually hold?,napkin
2895,545689,What is this animal doing?,bath
2896,95879,What kind of truck is this?,monster truck
2897,335109,What is the purpose of the white vehicle shown?,tow
2898,337422,The device that the mug is in emits what kind of waves?,micro
2899,450314,What pattern is on the bench?,heart
2900,571953,How many teeth do these animals have in their mouths?,32
2901,402938,Why is the man in the vest dressed differently?,groom
2902,400702,Where is this?,small town
2903,146091,Where is this sidewalk leading to?,statue
2904,300198,What religion is being catered to at the stores shown?,catholic
2905,43558,What kind of artwork is this?,grafitti
2906,378229,What do you call the object the man is holding that's behind the player with the bat?,glove
2907,366000,Is the road surface wet or dry?,wet
2908,292146,Who manufactured the blue bicycle in the foreground?,giant
2909,59462,Where is this animal found?,alaska
2910,413245,What kind of dog is this?,pug
2911,323368,Which bird species has a deep red breast and resembles a finch?,cardinal
2912,135794,What number is on the jersey of this dodgers player?,47
2913,487796,What electrical items might you find in this room?,mixer
2914,357208,What does the pole next to the bus represent?,bus stop
2915,84162,What is this boat doing?,float
2916,460030,What was the stick in their hands used for?,row
2917,397315,What show is being watched?,law and order
2918,311448,What spicy ingredient is in this recipe?,pepper
2919,545116,Who wins the tennis match?,no 1
2920,84610,What type of teeth is this child missing?,front
2921,4834,What type of wood is that?,lumber
2922,236760,The catcher is trowing the ball where?,pitcher
2923,527597,What is on the elephant's leg?,blood
2924,447711,What is the purpose of what the small lamb is doing?,feed
2925,26321,What kind of dog is in the photo?,greyhound
2926,401229,What is the freeway portion over the street called?,overpass
2927,157704,What is the guy on the ground doing?,slide
2928,283682,Who painted the painting hanging on the back wall of this restaurant?,van gogh
2929,485529,What job does this setup allow you to do?,type
2930,318241,This type of tennis in teams is called what?,double
2931,413707,What is there to show this woman needs help walking?,cane
2932,11159,What move is the man on the skateboard performing?,slide
2933,411009,What is the main thing you do in this sport?,kick
2934,435210,What browser is this computer using?,internet explorer
2935,520898,What type of motorcycle is this?,sidecar
2936,386834,What type of climate is that fruit grown in?,temperate
2937,443360,What kind of birds are these?,hawk
2938,507769,What type of seafood do you see in the picture?,shrimp
2939,404578,What kind have cake is that?,cheesecake
2940,70642,What is a trick these children could do?,lateral
2941,136641,What is the name of the national organization that oversees this sport?,major league baseball
2942,309292,Other than coffee what is another popular type of coffee drink?,espresso
2943,449847,Why does this man have his foot on the ground?,stopped
2944,130992,What is the name of the championship match for this sport?,us open
2945,201728,Which beatles song features a road like this?,abbey
2946,530936,Name a famous athlete who does this activity?,shaun white
2947,29639,What year did this man win the election?,2008
2948,155160,How can she indicate she needs to get off the vehicle?,pull cord
2949,9987,What helps this vehicle to remain suspended in the air?,propel
2950,367111,What is the name of the airline for this plane?,sunexpress
2951,541591,What are they playing?,nintendo wii
2952,477328,What famous tournament is held for this sport in england?,wimbledon
2953,25855,What year did these hand held items hit the market?,1995
2954,24972,What institution are these men a part of?,university
2955,401509,What companys van is being pictured?,ice cream
2956,480776,Mention a place in the world where this transport is in use?,pennsylvania
2957,6819,What will this plane do?,take off
2958,204378,What is the girl doing with the stuffed animal?,hold
2959,147701,Which game is being played in this photo?,rock band
2960,248745,Which manchester united player wears the same number as the person jumping?,paul pogba
2961,419297,What airline is advertised on the van?,westcom
2962,525212,What american holiday is this frequently eaten on?,4th of july
2963,122896,What causes these waves?,tide
2964,496832,What kind of suitcase is this?,carry on
2965,269829,Is this a hangout or a form of a gang?,hangout
2966,120181,How are the eggs in this photo prepared?,hard boiled
2967,578846,What is the boat doing on the sand?,beached
2968,123523,Which us state is known for its dairy farming and frequently displays statues like the one shown?,wisconsin
2969,134085,How do you think this dog is feeling?,tired
2970,489463,What activity did this person do to receive that item?,cut hair
2971,517382,Is this a casual or formal occasion?,casual
2972,204386,Is this an example of human bonding or ignoring?,bond
2973,23127,What kind of filling is in this donut?,jelly
2974,323093,What direction are these birds flying?,south
2975,182602,What type of bird is this?,hawk
2976,328740,What is this kid doing on his phone?,play game
2977,136736,Are these trains in operation right now or are they shut down for the night?,shut down
2978,542484,If you have a dirty spot you might say you are what word that is also the name of this type of glass window?,stained
2979,505738,Is the lead cycle meeting safety requirements or is he unsafe?,safe
2980,188454,What kinds of food does this animal eat?,bug
2981,387545,What type of vehicle is this?,garbage truck
2982,228419,Whichi sesame street character would eat this?,cookie monster
2983,155739,What model car is this?,audi
2984,385716,Which item in this picture helps people see after dark?,streetlight
2985,417834,What is the name of the chair in which the man is seated?,recliner
2986,143758,What shape is the sign in the lower right corner?,hexagon
2987,361030,Which part of the body should this equipment be worn on?,feet
2988,240545,Who invented the figures on both sides of the woman?,richard steiff
2989,324103,What instrument is being played?,violin
2990,382707,Who's better at this sport venus or jordan?,venus
2991,263042,What is she doing with the animal?,pet
2992,167963,What is the man riding on?,kayak
2993,321495,What news channel is she reporting for?,day today
2994,418057,What happened to his wrist?,sprained it
2995,224108,What type of bird is this?,parakeet
2996,557678,What are displayed on the tv screens?,screensaver
2997,578213,What is underneath the flowered blanket?,bed
2998,428126,In what kind of structure are the people sitting in?,tent
2999,220527,What is the name of this road?,paddockhurst road
3000,471629,What is this machine used for?,tell time
3001,424820,How is the machine in this photo operated?,engine
3002,532267,What is the name of the vertical object behind the pillows?,headboard
3003,273704,Who manufactures the tractor in the picture on the wall?,john deere
3004,511208,The dishes shown before you are cooked with which type of oil?,olive
3005,188140,What is the engine type on this type of vehicle?,8 cylinder
3006,118870,What kind of bike is this?,dirt bike
3007,39555,Is there an accident up ahead that is causing this traffic slow down or is it normal traffic?,normal
3008,183910,What did these people likely just do?,get married
3009,429918,How many inches is this tv display?,32
3010,346915,What is this woman cooking?,stir fry
3011,19318,What kind of material are the players jerseys made of?,polyester
3012,87720,What is the gestation period of the white animal?,152 days
3013,143334,What do these items appear to be used for in the kitchen?,measure
3014,227363,What is the name of the president of the united states form of this transportation?,air force 1
3015,343984,What breed of the first horse?,appaloosa
3016,556021,Is this a hallway or living room?,hallway
3017,192513,How do we know this is a professional game?,crowd
3018,442062,Which animal doesn't belong?,panda
3019,59174,Name the material used to make this handbag shown in this picture?,canvas
3020,312326,What size is the bed?,twin
3021,813,What are the young of this animal called?,duckling
3022,370082,What type of truck is this?,cement
3023,273053,What toping is on the frankfurter on the left of the two shown?,sauerkraut
3024,206279,What kind of mask is this?,gimp
3025,537090,What are the red and yellow condiments on the left side called?,mustard and ketchup
3026,237897,What food does the animal eat?,dog food
3027,456436,What is this ram doing?,stand
3028,11107,What is the purpose of the object in the mans hands?,hit ball
3029,507390,What kind of transportation is this man on?,submarine
3030,145385,What activity is the child taking part in?,bodyboarding
3031,89753,How was this picture made?,puzzle
3032,183788,What is the picture of in this photograph?,art
3033,558348,What is the name of the sport being shown?,horse race
3034,391065,What type of lighting was usued?,natural
3035,161251,What is this person doing?,collect trash
3036,513451,What are these people making?,cookies
3037,482694,What is the olympic version of this called?,slalom
3038,416157,What is in the girl's mouth?,toothbrush
3039,236484,What is the cost of pineapples?,1.5
3040,218788,When did the company on this cup begin marketing coffee?,1938
3041,11504,What type of beer is this?,pilsner
3042,472659,What is the penalty for breaking the law on the sign?,ticket
3043,518483,How are these items powered?,battery
3044,206893,What animal normally attack persons doing these activities?,shark
3045,308872,What climate do these animals live in?,tropical
3046,249306,What breed of bird is pictured?,hornbill
3047,128963,What brand of clothing are the women wearing?,adidas
3048,10176,What style of jeans is the guy grey stripped shirt wearing?,skinny
3049,258400,Is this pool inside or outside?,inside
3050,275608,Are the flying objects natural or manmade?,manmade
3051,127644,How do you make that?,cross stitch
3052,311326,What juice is made from these fruits?,grapefruit
3053,118889,Is this animal a pet or zoo animal?,pet
3054,559073,What is another name for cat?,feline
3055,568420,What is the divider of the court called?,net
3056,256915,What kind of event would a person need those glasses for?,movie
3057,521165,What can you do with this vehicle?,fly
3058,255392,How do you think this child is feeling?,tired
3059,444226,What is a reason that an animal might wear that on his face?,prevent bite
3060,172420,What type of lettuce is in this photo?,iceberg
3061,370479,What are these men wearing?,apron
3062,195062,What piece of furniture is this child in?,crib
3063,405964,How much weight can each chair on this ski lift support?,500 lbs
3064,403464,What is this sort of traffic situation often called?,traffic jam
3065,145761,What do people call a vehicle like the one in this picture?,double decker bus
3066,221311,How much dose the case the man is pulling behind him weigh when empty?,5 pounds
3067,46492,How often will those shears need to be sharpened?,daily
3068,62204,What is the name of this event?,monster truck rally
3069,479935,Is it day time or night time?,day time
3070,118158,What are they making?,salsa
3071,372870,What type of plant is in the green jar?,flower
3072,491597,What type of shoes does the man have sitting in front of him?,sandal
3073,147659,What activity would take place?,picnic
3074,69952,How old is this photo?,40 years
3075,466042,Who uses this object?,fire service
3076,169035,What type of bird is this?,owl
3077,139124,What type of numbers are on that clock?,roman
3078,420501,Before women started to join the work force men like this were thought to be part of what fictitious club that excluded women?,men club
3079,260034,What type of boats are these?,dock boat
3080,261172,What other games require this type of netting?,volleyball
3081,458596,Seattle is known for what object seen in this photograph?,space needle
3082,505501,What safety precaution did both of these people take?,helmet
3083,389145,What is the name of the mascot shown in the picture?,oriole
3084,565476,What brand of apple's is that?,mcintosh
3085,50695,Which sport are these people enjoying?,windsurf
3086,85945,What type of penguin is this?,emperor
3087,113436,What activity are they doing?,bowlng
3088,13979,What type of athletes are these?,jockey
3089,572245,The dish before is good for which part of the body?,stomach
3090,322121,What breed of cat is this?,hairless
3091,134320,What geometric shape is the top?,triangle
3092,378700,What is the name of a baby that would be made by the animals?,calf
3093,125227,What is the jet of white called?,smoke
3094,86285,What did he use to make the salad?,green
3095,236198,What kind of bird is this?,parrot
3096,512644,What paint style is on the bike on the right?,flame
3097,45343,What country was this piucture taken in?,cuba
3098,69758,Why is this cat sitting there?,rest
3099,260716,What is this form of expression?,art
3100,54738,What are these boys doing?,play video game
3101,88401,What activity is this?,motorcycle
3102,304523,How long does it take to potty train this animal?,1 month
3103,490328,Who was the first president of the nation on the flag in this photo?,george washington
3104,494394,What type of birds are eating?,pigeon
3105,158794,What are the people sitting on?,bench
3106,147049,What kind of terrain is pictured in the background?,hilly
3107,89155,What is the name of this bike the person is doing tricks on?,bmx
3108,218334,The fruit before you is good for which parts of the body?,skin
3109,299679,What positons do these baseball players play?,outfield
3110,119994,What is used to perform this sport?,bat
3111,193023,What is the name of the shape of the hydrant cap?,octagon
3112,83519,Is this person real or fake?,real
3113,336107,When could this picture be taken?,military base
3114,296843,What type of soda can is on the table?,pepsi
3115,39277,How does this fly?,engine
3116,54607,What shape is the traffic sign?,octagon
3117,184116,What health benefit does the vegetable in this photo promote?,fiber
3118,384603,Why does this vehicle have a propeller?,to fly
3119,207289,How much do these types of dogs weigh when they're born?,1 pound
3120,71236,What breed of dog is this?,bloodhound
3121,511736,The grains shown in the picture is good for which part of the body?,brain
3122,67259,A big shot at using the item depicted here might be called the big what?,kahuna
3123,302166,What are the men doing?,board ship
3124,12313,Guess what type of ice doll they are going to do?,snowman
3125,424431,Where is the animal from?,arctic
3126,54755,What type of toilet is this?,bidet
3127,84683,What kind of clouds are pictured?,storm
3128,13278,Why doesn't he have on safety gear?,he is reckless
3129,107630,What kind of airplane is this?,fighter jet
3130,89915,What equipment is the young man utilizing in the ocean?,surf board
3131,393110,What's the skateboarder doing?,jump
3132,434234,What is the name of the disney version of the animal?,dumbo
3133,42308,Note the most dominant color in the photo what continent is known for being this color?,antarctica
3134,260373,How can this woman keep herself safe while crossing the road?,look both way
3135,366171,Where in the world are these grown?,south america
3136,423832,Why is she eating carbohydrates?,energy
3137,417540,What are the lines on the potato chips called?,ridge
3138,324669,What mountain ridge are they near?,alaskan
3139,457587,What is the couch in the photo made out of?,fabric
3140,497537,Is that a pigeon or a duck?,pigeon
3141,314537,What substance is this animal trying to remove from her teeth?,plaque
3142,342190,This sport can be found in what international sports event every four years?,olympics
3143,347097,Who invented the device on this picture?,samuel fox
3144,401235,How often is this truck driven?,rarely
3145,322180,Name the type of flooring shown in this picture?,carpet
3146,524925,What model plane is this?,cessna
3147,157237,How long has this brand of soda been around?,1886
3148,83627,What kinf od bread is the man cutting into?,wheat
3149,132310,What material is used to write on the board on the wall?,chalk
3150,580652,What kind of bird is this?,toucan
3151,345172,Why is the woman wearing a mask?,pollution
3152,441493,What are the doors in the background called?,slide door
3153,36639,What is the make of this vehicle?,volkswagon
3154,305959,What part of town is this?,downtown
3155,344422,What is the proper reaction to seeing a stop sign?,stop
3156,131315,Where is the brim on this fellows hat?,back
3157,157618,What event is this?,sail
3158,231091,Who wrote the book on the desk?,irma s rombauer
3159,187541,What food is this?,seafood
3160,390610,How does this object stay aloft?,air
3161,32474,Where do people usually use this contraption?,construction site
3162,57684,When was this device that they are using invented?,1973
3163,436626,How deep is this water?,15 feet
3164,366268,What is that black item in his hand used for?,catch
3165,185954,Is this a gift you can send or is it too fragile?,fragile
3166,193327,Name the place where these persons are playing?,baseball field
3167,195840,What is that food?,banana
3168,134447,What is the average distance per hour covered while doing this activity?,2 miles
3169,210909,What emotions are expressed by the girl?,joy
3170,351770,What restaurant was this dish cooked at?,ihop
3171,181509,What is the man in this image doing?,talk on cell phone
3172,282158,What bay is that?,san francisco
3173,541301,Can you guess where these type of urinals are seen?,bar
3174,8639,What breed of horse is that?,arabian
3175,149916,What base is this?,second
3176,32639,Bench surrounded by?,tree
3177,508814,What is this food a good source of?,fiber
3178,524823,What kind of plane is in the photo?,crop duster
3179,59041,What city is that landmark in?,st louis
3180,29328,What does one suppose is in that can she is holding?,coke
3181,359106,What shape is this sign?,octagon
3182,396266,What are these people doing as they sit on a couch?,watch tv
3183,409163,What type of boats are these?,canoes
3184,341133,What division are these players in?,mlb
3185,196540,What species of bird is this?,crow
3186,338091,What are the long hairs on this cat's face called?,whisker
3187,371183,These animals are said to gorge in the fall as preparation for what?,hibernation
3188,458984,What kind of berries are shown?,rasberries
3189,327168,Where did they get this pizza?,domino
3190,507028,What type of spelling is being used for the word under candy?,british
3191,218106,What kind of event is this a course for?,race
3192,381251,How quickly did one well known chain used to promise to deliver this item?,30 minutes
3193,134039,What kind of food does this shop sell?,pastry
3194,505827,What is the purpose of the item below the window?,heat
3195,320222,What is being advertised?,donuts
3196,25377,What flower is this?,sunflower
3197,73159,What liquid does this chef use to fry food?,oil
3198,416450,What type of meeting is this?,business
3199,279341,What is the lifespan of this animal?,10 years
3200,136369,What meat do we get from the animal on the front of the food truck?,pork
3201,15897,What is the object in the woman's hand used for?,kid
3202,6075,Where is this station located?,netherlands
3203,149583,What important list is this animal known to be on?,endangered
3204,535713,What does the pole display?,flag
3205,475659,What type of flowers are those on the counter?,lily
3206,258381,How tall do these animals typically grow to be?,11 feet
3207,256908,What did the animal in the clock jump over in a nursery rhyme?,moon
3208,326320,What is the name of the body style of the grey vehicle?,minivan
3209,435889,Which historical figure flew this in a storm?,benjamin franklin
3210,344675,What is this vehicle meant to do?,fly
3211,268192,Which pop band from the 1960's sang about this sport?,beach boy
3212,513371,When this animal was still a baby it was called a what?,puppy
3213,551434,Why are there so many bears?,collection
3214,465701,What type of planes are those?,biplane
3215,159332,What popular brand of these items features a laughing man of enormous stature?,green giant
3216,160624,How can you learn that sport?,practice
3217,532577,What is the relationship between these two people?,mother and child
3218,338427,What chewing gum is named is based on the animal shown?,fruit stripe
3219,357228,Is this person performing a trick or falling?,fall
3220,327299,What kind of bottoms do the women who play this sport usually wear?,skirt
3221,194022,Name the variety of the cow shown in this picture?,bull
3222,70441,What century was this furniture item popular?,20th
3223,268190,Who made those shoes?,shoemaker
3224,8494,What should this catcher be using?,glove
3225,245204,What show is the character on the brush in?,high school musical
3226,430244,What sport is being simulated?,golf
3227,191805,What is the name of this object that the dog is lying on?,pillow
3228,171262,What kind of hat is the person on the left of the photo wearing?,beanie
3229,166556,What materials are the objects then men are holding made from?,polyurethane
3230,329762,Which of the publications pictured sells the most copies annually?,pc gamer
3231,393037,Why would she eat this?,hungry
3232,538530,Which zodiac sign is represented by this animal?,aries
3233,231748,What is a common ailment tennis players get?,tennis elbow
3234,218964,What flavor pizza is this?,supreme
3235,365030,Who controls this vehicle?,driver
3236,47614,Who is most famous for flying this instrument?,benjamin franklin
3237,244528,What kind of soup is this?,vegetable
3238,68620,Why is the microwave on the street?,broken
3239,387849,How fast can this train go?,120 mph
3240,527886,What are the skate boards missing?,wheel
3241,117512,Where should this item be placed?,trash
3242,32491,How long is this womans hair?,short
3243,496578,What type of birds are swimming?,duck
3244,238452,Why is this happening to the dog's ears?,sad
3245,295571,What type of sandwich is this?,grilled cheese
3246,369689,Is the second floor of the building residential or commercial property?,residential
3247,487264,What breed of birds are these?,dove
3248,193654,What kind of event is happening?,speech
3249,276696,What is the boy on the left doing?,pitch
3250,404982,What type of bird is this?,peacock
3251,199594,What city is depicted?,delhi
3252,322411,What food are the red objects with the broccoli?,tomato
3253,124609,Which game is played using these animals?,race
3254,219407,Did he miss or score a point?,score
3255,457521,What genus of trees shown in the image?,birch
3256,184246,What is the name of the sport she is doing?,horseback ride
3257,434069,Can you guess the place name shown in this picture where these people are standing?,intersection
3258,556088,Who is credited with creating the first of this object?,frederick graff
3259,3668,What habitat is this animal most commonly found in?,savannah
3260,408481,What is this boy using a piece of wood for?,bat
3261,341139,What kind of vegetable is the side dish made from?,potato
3262,24600,Is this bus for tours or leisure?,tour
3263,193819,What does the dog have around its neck?,collar
3264,27293,What color is the elephant?,gray
3265,450893,What kind of truck is this?,ambulance
3266,76847,What type of land is shown in this photo?,island
3267,210951,How is the larger animal likely related to the smaller animal?,mother
3268,410190,What was the use of that item in his hand?,take picture
3269,531374,What is the green stick type vegetables called on this plate?,asparagus
3270,198382,What type of bird in background?,duck
3271,421823,What species of birds are known to migrate?,geese
3272,293252,What does the temperature look like it would be in this photo?,75
3273,29145,What makeup product is the woman wearing on her lips?,lipstick
3274,384037,How long has he been snowboarding?,3 years
3275,564682,What does the sign under the stop sign mean?,no park
3276,77569,Which vehicle could transport more people the one pictured or a car?,car
3277,495860,What style of hat is being worn by the man not seen here?,bowler
3278,331680,Is this legal or illegal?,legal
3279,262980,What airline is this?,klm
3280,273425,What type of skateboard is being used?,regular
3281,209918,What color is the pan?,silver
3282,243309,What type of animal is in the picture?,duck
3283,22142,What fruit is growing from the trees?,lime
3284,450763,What airline is this?,lufthansa
3285,125995,What company manufactured the water faucet seen here?,moen
3286,300881,Why is this woman smiling?,giraffe
3287,378977,What type of bird is this?,pigeon
3288,530848,What brand of pen was used?,bic
3289,372022,What type of diet does this animal have?,vegetarian
3290,145526,What does this foodstuff have a high level of?,calories
3291,196748,Why does a person need to do this?,clean teeth
3292,363656,What type of tree is growing behind this couple?,fir
3293,329799,What is the purpose of the glasses that the man in the white shirt and girl in the black shirt are wearing?,sunglasses
3294,46255,How long does this type of animal live when it's real?,20 years
3295,77855,What kind of clouds are these?,stratus
3296,410805,What food is this?,turkey
3297,159026,Who became famous by flying one of these in a lightning storm?,benjamin franklin
3298,149915,What kind of bird is pictured?,vulture
3299,294108,Is the creature in this photo nocturnal or diurnal?,diurnal
3300,266441,What is the man in the white shirt doing?,dive
3301,363933,Is this hygienic or unhygienic?,unhygienic
